           1         250         250           0
           2         250         250           0
           3         250         250           0
           4         250         250           0
           5         250         250           0
           6         250         250           0
           7         250         250           0
           8         250         250           0
           9         250         250           0
          10         250         250           0
          11         250         250           0
          12         250         250           0
          13         250         250           0
          14         250         250           0
          15         250         250           0
          16         250         250           0
          17         250         250           0
          18         250         250           0
          19         250         250           0
          20         250         250           0
